WorkcenterDesc,Material_Code,Material_Desc,MIC_Desc,SampleSize,SampleNumber,Result,MICUoM,LSL,Target,USL,PostingDate,UserName,InspectionComments,InspectionPlan,COAComments
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,7,27.32,g,23.8,25.1,26.4,9/17/22 19:33,fgonzalez,,In Process Variables - 30 Operator,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,8,27.32,g,23.8,25.1,26.4,9/17/22 19:33,fgonzalez,,In Process Variables - 30 Operator,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,9,27.36,g,23.8,25.1,26.4,9/17/22 19:33,fgonzalez,,In Process Variables - 30 Operator,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,10,27.35,g,23.8,25.1,26.4,9/17/22 19:33,fgonzalez,,In Process Variables - 30 Operator,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,11,27.63,g,23.8,25.1,26.4,9/17/22 19:33,fgonzalez,,In Process Variables - 30 Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,35,Reject,,NA,NA,NA,9/17/22 19:38,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,36,Reject,,NA,NA,NA,9/17/22 19:38,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,31,Reject,,NA,NA,NA,9/17/22 19:38,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,32,Reject,,NA,NA,NA,9/17/22 19:38,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,33,Reject,,NA,NA,NA,9/17/22 19:38,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,34,Reject,,NA,NA,NA,9/17/22 19:38,etorres,,In Process Attributes - Operator,
I7,92320US,25CT 320OZ BLK PET BOWL USF,Part Weight,4,1,159.61,g,147.1,154.8,159.4,9/17/22 19:42,yjavier,,In Process Variables - Operator,
I7,92320US,25CT 320OZ BLK PET BOWL USF,Part Weight,4,2,160.99,g,147.1,154.8,159.4,9/17/22 19:42,yjavier,,In Process Variables - Operator,
I7,92320US,25CT 320OZ BLK PET BOWL USF,Part Weight,4,3,160.17,g,147.1,154.8,159.4,9/17/22 19:42,yjavier,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,1,18.84,g,19,20,21,9/17/22 19:48,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,2,18.53,g,19,20,21,9/17/22 19:48,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,3,18.75,g,19,20,21,9/17/22 19:48,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,4,18.69,g,19,20,21,9/17/22 19:48,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,5,18.69,g,19,20,21,9/17/22 19:48,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,6,18.8,g,19,20,21,9/17/22 19:48,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,31,21.14,g,19,20,21,9/17/22 19:48,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,36,21.19,g,19,20,21,9/17/22 19:48,etorres,,In Process Variables - Operator,
I11,51816CST75,75CT SALAD LID CST CLR PET,Part Weight,15,4,43.82,g,39.9,42,43.3,9/17/22 19:49,ndiaz,,In Process Variables - Operator,
I11,51816CST75,75CT SALAD LID CST CLR PET,Part Weight,15,5,43.82,g,39.9,42,43.3,9/17/22 19:49,ndiaz,,In Process Variables - Operator,
I11,51816CST75,75CT SALAD LID CST CLR PET,Part Weight,15,11,39.85,g,39.9,42,43.3,9/17/22 19:49,ndiaz,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,28,43.24,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,29,41.73,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,30,41.8,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,1,42.68,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,2,42.9,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,3,43.36,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,4,37.85,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,5,38.06,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,6,38.06,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,8,38.44,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,9,37.31,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,10,37.34,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,11,37.4,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,12,37.64,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,13,37.89,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,14,37.05,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,27,42.34,g,38.5,40.5,41.7,9/17/22 20:32,mgomez,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,31,Reject,,NA,NA,NA,9/17/22 22:04,hrodriguez,,In Process Attributes,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,32,Reject,,NA,NA,NA,9/17/22 22:04,hrodriguez,,In Process Attributes,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,33,Reject,,NA,NA,NA,9/17/22 22:04,hrodriguez,,In Process Attributes,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,34,Reject,,NA,NA,NA,9/17/22 22:04,hrodriguez,,In Process Attributes,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,35,Reject,,NA,NA,NA,9/17/22 22:04,hrodriguez,,In Process Attributes,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,36,Reject,,NA,NA,NA,9/17/22 22:04,hrodriguez,,In Process Attributes,
I4,12048A100,Clr48ozRndBwl,Box ID Check,1,1,Reject,,NA,NA,NA,9/17/22 22:06,hrodriguez,RP13032A,Packaging Verification,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,1,93.79,g,77.7,81.8,84.3,9/17/22 22:34,yjavier,,In Process Variables - Operator,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,2,86.96,g,77.7,81.8,84.3,9/17/22 22:34,yjavier,,In Process Variables - Operator,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,3,87.28,g,77.7,81.8,84.3,9/17/22 22:34,yjavier,,In Process Variables - Operator,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,4,87.36,g,77.7,81.8,84.3,9/17/22 22:34,yjavier,,In Process Variables - Operator,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,5,92.04,g,77.7,81.8,84.3,9/17/22 22:34,yjavier,,In Process Variables - Operator,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,6,86.4,g,77.7,81.8,84.3,9/17/22 22:34,yjavier,,In Process Variables - Operator,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,7,85.29,g,77.7,81.8,84.3,9/17/22 22:34,yjavier,,In Process Variables - Operator,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,8,89.16,g,77.7,81.8,84.3,9/17/22 22:34,yjavier,,In Process Variables - Operator,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,9,84.31,g,77.7,81.8,84.3,9/17/22 22:34,yjavier,,In Process Variables - Operator,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,12,84.62,g,77.7,81.8,84.3,9/17/22 22:34,yjavier,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,31,Reject,,NA,NA,NA,9/17/22 23:25,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,32,Reject,,NA,NA,NA,9/17/22 23:25,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,33,Reject,,NA,NA,NA,9/17/22 23:25,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,34,Reject,,NA,NA,NA,9/17/22 23:25,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,35,Reject,,NA,NA,NA,9/17/22 23:25,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,36,Reject,,NA,NA,NA,9/17/22 23:25,etorres,,In Process Attributes - Operator,
I4,12048A100,Clr48ozRndBwl,Part Weight,25,1,33.68,g,33.7,35.5,36.6,9/17/22 23:56,mgomez,,In Process Variables - Operator,
I4,12048A100,Clr48ozRndBwl,Part Weight,25,2,33.45,g,33.7,35.5,36.6,9/17/22 23:56,mgomez,,In Process Variables - Operator,
I4,12048A100,Clr48ozRndBwl,Part Weight,25,3,33.45,g,33.7,35.5,36.6,9/17/22 23:56,mgomez,,In Process Variables - Operator,
I4,12048A100,Clr48ozRndBwl,Part Weight,25,4,33.45,g,33.7,35.5,36.6,9/17/22 23:56,mgomez,,In Process Variables - Operator,
I4,12048A100,Clr48ozRndBwl,Part Weight,25,5,33.45,g,33.7,35.5,36.6,9/17/22 23:56,mgomez,,In Process Variables - Operator,
I4,12048A100,Clr48ozRndBwl,Wall Thickness Side 1,5,2,0.0314,IN,0.01,0.011,0.02,9/17/22 23:56,mgomez,,In Process Variables - Operator,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,13,36.76,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,14,36.78,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,15,36.6,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,16,37.13,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,17,37.2,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,18,37.26,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,19,35.59,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,20,35.53,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,21,35.43,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,22,36.02,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,23,36.14,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,24,36.09,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,25,34.47,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,26,35.27,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,27,36.45,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,28,35.71,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,29,35.04,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,30,35.04,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,1,36.98,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,2,37.91,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,4,38.44,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,5,37.47,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,6,37.01,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,7,35.89,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,8,36.25,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,9,36.3,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,10,36.76,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,11,36.74,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Part Weight,30,12,36.24,g,38.5,40.5,41.7,9/18/22 1:16,hrodriguez,,In Process Variables,
I3,165064CST35,35CT SOUP CONT CST,Silicone Ratio,1,1,1.33448,EA,1.33623,1.3368,1.33737,9/18/22 1:16,hrodriguez,,In Process Variables,
I4,12048A100,Clr48ozRndBwl,Part Weight,25,2,32.93,g,33.7,35.5,36.6,9/18/22 1:17,hrodriguez,,In Process Variables,
I4,12048A100,Clr48ozRndBwl,Part Weight,25,3,31.74,g,33.7,35.5,36.6,9/18/22 1:17,hrodriguez,,In Process Variables,
I4,12048A100,Clr48ozRndBwl,Part Weight,25,4,33.54,g,33.7,35.5,36.6,9/18/22 1:17,hrodriguez,,In Process Variables,
I4,12048A100,Clr48ozRndBwl,Part Weight,25,15,36.62,g,33.7,35.5,36.6,9/18/22 1:17,hrodriguez,,In Process Variables,
I5,5816U25,"CLR 25CT 16\ SQR PET UPLTR DLID""",Part Weight,6,5,123.83,g,125.4,132,136,9/18/22 1:18,hrodriguez,,In Process Variables,
I5,5816U25,"CLR 25CT 16\ SQR PET UPLTR DLID""",Silicone Ratio,1,1,1.33463,EA,1.3347,1.33493,1.33517,9/18/22 1:18,hrodriguez,,In Process Variables,
I6,14080B50,Clr80ozLgSqrBwl,Part Weight,16,12,53.79,g,54.2,57,58.7,9/18/22 1:19,hrodriguez,,In Process Variables,
I6,14080B50,Clr80ozLgSqrBwl,Part Weight,16,15,58.86,g,54.2,57,58.7,9/18/22 1:19,hrodriguez,,In Process Variables,
I6,14080B50,Clr80ozLgSqrBwl,Part Weight,16,9,52.65,g,54.2,57,58.7,9/18/22 1:19,hrodriguez,,In Process Variables,
I6,14080B50,Clr80ozLgSqrBwl,Silicone Ratio,1,1,1.33456,EA,1.3347,1.33493,1.33517,9/18/22 1:19,hrodriguez,,In Process Variables,
I11,51816CST75,75CT SALAD LID CST CLR PET,Part Weight,15,12,39.79,g,39.9,42,43.3,9/18/22 1:21,hrodriguez,,In Process Variables,
I11,51816CST75,75CT SALAD LID CST CLR PET,Part Weight,15,10,44.8,g,39.9,42,43.3,9/18/22 1:21,hrodriguez,,In Process Variables,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,10,26.65,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,15,26.86,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,16,27.36,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,17,27.13,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,19,27.07,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,21,26.96,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,23,27.7,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,24,27.54,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,29,26.64,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,18,27.01,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,20,28.13,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,22,26.96,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,25,27.72,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,28,26.64,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I2,73080300DB,Applebee's Medium Tray,Part Weight,30,30,26.81,g,23.8,25.1,26.4,9/18/22 1:22,hrodriguez,,In Process Variables - 30,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,6,21.18,g,19,20,21,9/18/22 1:23,hrodriguez,,In Process Variables,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,31,18.57,g,19,20,21,9/18/22 1:23,hrodriguez,,In Process Variables,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,32,18.52,g,19,20,21,9/18/22 1:23,hrodriguez,,In Process Variables,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,33,18.28,g,19,20,21,9/18/22 1:23,hrodriguez,,In Process Variables,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,34,18.62,g,19,20,21,9/18/22 1:23,hrodriguez,,In Process Variables,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,35,18.74,g,19,20,21,9/18/22 1:23,hrodriguez,,In Process Variables,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,36,18.67,g,19,20,21,9/18/22 1:23,hrodriguez,,In Process Variables,
I10,76116B300,Blk16ozSmSqrCntr,Ash Content %,1,1,32.24,%,28,30,32,9/18/22 1:23,hrodriguez,,In Process Variables,
I7,92320US,25CT 320OZ BLK PET BOWL USF,Silicone Ratio,1,1,1.33359,EA,1.3347,1.33493,1.33517,9/18/22 1:23,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,1,88.19,g,77.7,81.8,84.3,9/18/22 1:24,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,2,86.09,g,77.7,81.8,84.3,9/18/22 1:24,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,3,86.35,g,77.7,81.8,84.3,9/18/22 1:24,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,4,91.5,g,77.7,81.8,84.3,9/18/22 1:24,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,6,77.05,g,77.7,81.8,84.3,9/18/22 1:24,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,7,84.37,g,77.7,81.8,84.3,9/18/22 1:24,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,8,89.63,g,77.7,81.8,84.3,9/18/22 1:24,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,9,84.87,g,77.7,81.8,84.3,9/18/22 1:24,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,10,76.98,g,77.7,81.8,84.3,9/18/22 1:24,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Part Weight,12,12,85.46,g,77.7,81.8,84.3,9/18/22 1:24,hrodriguez,,In Process Variables,
I8,92160ASY50,50CT 160OZ BLK PET BOWL SYSC,Silicone Ratio,1,1,1.33365,EA,1.3347,1.33493,1.33517,9/18/22 1:24,hrodriguez,,In Process Variables,
I12,1313046N150SAM,Clr 12x7 Rect PET Tray SAMs,Silicone Ratio,1,1,1.3345,EA,1.3347,1.33493,1.33517,9/18/22 1:25,hrodriguez,,In Process Variables,
I13,5132182F50,"ClrDmOSLF/Blk18\RecPltr""",Part Weight,12,7,63.92,g,65,68.9,73.5,9/18/22 2:17,jreyes,,In Process Variables - Operator,
I8,92160A50,Blk160ozRndBwl,Part Weight,12,1,88.73,g,77.7,81.8,84.3,9/18/22 2:51,yjavier,,In Process Variables - Operator,
I8,92160A50,Blk160ozRndBwl,Part Weight,12,2,87.64,g,77.7,81.8,84.3,9/18/22 2:51,yjavier,,In Process Variables - Operator,
I8,92160A50,Blk160ozRndBwl,Part Weight,12,3,86.38,g,77.7,81.8,84.3,9/18/22 2:51,yjavier,,In Process Variables - Operator,
I8,92160A50,Blk160ozRndBwl,Part Weight,12,4,85.18,g,77.7,81.8,84.3,9/18/22 2:51,yjavier,,In Process Variables - Operator,
I8,92160A50,Blk160ozRndBwl,Part Weight,12,5,85.8,g,77.7,81.8,84.3,9/18/22 2:51,yjavier,,In Process Variables - Operator,
I8,92160A50,Blk160ozRndBwl,Part Weight,12,6,86.14,g,77.7,81.8,84.3,9/18/22 2:51,yjavier,,In Process Variables - Operator,
I8,92160A50,Blk160ozRndBwl,Part Weight,12,7,85.39,g,77.7,81.8,84.3,9/18/22 2:51,yjavier,,In Process Variables - Operator,
I8,92160A50,Blk160ozRndBwl,Part Weight,12,12,76.81,g,77.7,81.8,84.3,9/18/22 2:51,yjavier,,In Process Variables - Operator,
I7,92320US,25CT 320OZ BLK PET BOWL USF,Part Weight,4,4,161.19,g,147.1,154.8,159.4,9/18/22 2:55,yjavier,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,1,18.17,g,19,20,21,9/18/22 3:09,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,2,18.12,g,19,20,21,9/18/22 3:09,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,3,18.24,g,19,20,21,9/18/22 3:09,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,4,18.31,g,19,20,21,9/18/22 3:09,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,5,18.4,g,19,20,21,9/18/22 3:09,etorres,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Part Weight,36,6,18.91,g,19,20,21,9/18/22 3:09,etorres,,In Process Variables - Operator,
I8,92160A50,Blk160ozRndBwl,Box ID Check,1,1,Reject,,NA,NA,NA,9/18/22 3:32,hrodriguez,"USING PREPRINT BOXES, RP60030A50\n",Packaging Verification,
I6,14080B50,Clr80ozLgSqrBwl,Part Weight,16,10,52.48,g,54.2,57,58.7,9/18/22 3:56,wgomez,,In Process Variables - Operator,
I5,5816U25,"CLR 25CT 16\ SQR PET UPLTR DLID""",Part Weight,6,6,124.64,g,125.4,132,136,9/18/22 4:06,wgomez,,In Process Variables - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,33,Reject,,NA,NA,NA,9/18/22 4:50,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,34,Reject,,NA,NA,NA,9/18/22 4:50,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,35,Reject,,NA,NA,NA,9/18/22 4:50,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,36,Reject,,NA,NA,NA,9/18/22 4:50,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,31,Reject,,NA,NA,NA,9/18/22 4:50,etorres,,In Process Attributes - Operator,
I10,76116B300,Blk16ozSmSqrCntr,Visual Evaluation,36,32,Reject,,NA,NA,NA,9/18/22 4:50,etorres,,In Process Attributes - Operator,
I2,73080300DB,Applebee's Medium Tray,Visual Evaluation,30,1,Reject,,NA,NA,NA,9/18/22 5:24,hrodriguez,"after 4:30 100% scrap , bubbles ang lines",In Process Attributes - 30,
I2,73080300DB,Applebee's Medium Tray,Visual Evaluation,30,4,Reject,,NA,NA,NA,9/18/22 5:24,hrodriguez,"after 4:30 100% scrap , bubbles ang lines",In Process Attributes - 30,
